BD,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
608,2- މުވައްޒަފުންނާ ވަގުތީގޮތުން (3 މަހަށް ވުރެ ކުރު މުއްދަތަކަށް) ހަވާލުކުރެވޭ މަސްއޫލިއްޔަތުތައް ވަޒީފާ ބަޔާނާ އެއްހީރަސް ކުރޭ,މުވައްޒަފުންގެ ވަޒީފާ ބަޔާންތައް ބެލެހެއްޓުން ,5.5.2.2,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
609,3- މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ މަސްއޫލިއްޔަތާއި ވަޒީފާ ބަޔާނާ ދިމާ ވޭ,މުވައްޒަފުންގެ ވަޒީފާ ބަޔާންތައް ބެލެހެއްޓުން ,5.5.2.2,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
610,1- އުސޫލާ އެއްގޮތަށް ޓާގެޓުތައް ކަނޑައަޅައިފައި ވޭ,މުވައްޒަފުންގެ އެޕްރައިޒަލް ފުރިހަމަކުރުން,5.5.2.3,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
611,2- ޓާގެޓު ޙާޞިލުވަމުންދާ މިންވަރު ރެކޯޑުކޮށް މަހުން މަހަށް އެޕްރައިޒްކުރޭ,މުވައްޒަފުންގެ އެޕްރައިޒަލް ފުރިހަމަކުރުން,5.5.2.3,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
612,3- ކޮންމެ އަހަރެއްގެ އެޕްރައިޒަލް ކަނޑައަޅައިފައިވާ މުއްދަތުގެ ތެރޭގައި ނިންމާ ރިޕޯޓުތައް ތައްޔާރުކުރޭ,މުވައްޒަފުންގެ އެޕްރައިޒަލް ފުރިހަމަކުރުން,5.5.2.3,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
613,1- މުވައްޒަފުންގެ ޕާރސަނަލް ފައިލްތައް ތައްޔާރުކޮށްފައި ވޭ,މުވައްޒަފުންގެ ޕާރސަނަލް ފައިލްތައް އަދާހަމަކުރުން,5.5.2.4,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
614,2- ޕާރސަނަލް ފައިލްތައް އަދާހަމަކުރޭ,މުވައްޒަފުންގެ ޕާރސަނަލް ފައިލްތައް އަދާހަމަކުރުން,5.5.2.4,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
615,3- ޕާރސަނަލް ފައިލްތަކުގައިވާ ލިޔެކިޔުންތައް ތަރުތީބުކޮށްފައި ވޭ ,މުވައްޒަފުންގެ ޕާރސަނަލް ފައިލްތައް އަދާހަމަކުރުން,5.5.2.4,މުވައްޒަފުންނާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.5.2,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
616,1- އަލަށް ގުޅޭ މުވައްޒަފުންނަށް އޮރިއެންޓޭޝަން ޕްރޮގްރާމް ހިންގާ,ސިވިލް ސަރވިސް ޤަވާޢިދާއި މިނިސްޓްރީއާއި ސްކޫލުގެ ޤަވާޢިދުތަކަށް މުވައްޒަފުން އަހުލުވެރިކުރުވުން,5.5.3.1, އަލަށްގުޅޭ މުވައްޒަފުން ޤަވާޢިދުތަކަށް އަހުލުވެރިކުރުވުން,5.5.3,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
617,2- އަލަށް ގުޅޭ މުވައްޒަފުންނަށް ސިވިލް ސަރވިސްގެ ޤަވާޢިދުތަކަށް އަހުލުވެރިކުރުމުގެ ގޮތުން އިންޑަކްޝަން ޕްރޮގްރާމު ހިންގާ,ސިވިލް ސަރވިސް ޤަވާޢިދާއި މިނިސްޓްރީއާއި ސްކޫލުގެ ޤަވާޢިދުތަކަށް މުވައްޒަފުން އަހުލުވެރިކުރުވުން,5.5.3.1, އަލަށްގުޅޭ މުވައްޒަފުން ޤަވާޢިދުތަކަށް އަހުލުވެރިކުރުވުން,5.5.3,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
618,3-  އަލަށް ގުޅޭ މުވައްޒަފުންނަށް ހިންގާ ޕްރޮގްރާމުތަކާ ގުޅޭ ލިޔެކިޔުންތައް ބަލަހައްޓާ,ސިވިލް ސަރވިސް ޤަވާޢިދާއި މިނިސްޓްރީއާއި ސްކޫލުގެ ޤަވާޢިދުތަކަށް މުވައްޒަފުން އަހުލުވެރިކުރުވުން,5.5.3.1, އަލަށްގުޅޭ މުވައްޒަފުން ޤަވާޢިދުތަކަށް އަހުލުވެރިކުރުވުން,5.5.3,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
591,1- މުވައްޒަފުންގެ މަސައްކަތްތައް ބަލައި ފަންނީ ލަފަޔާއި އިރުޝާދު ދޭ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.1,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
913,2- މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް ޕްރިންސިޕަލް އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވާ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.2,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
592,3- މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް ޑެޕިއުޓީ ޕްރިންސިޕަލް އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވާ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.2,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
593,4- މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް އެޑްމިނިސްޓްރޭޓަރ އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވާ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.2,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
910,5- މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް ލީޑިންގ ޓީޗަރު އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވާ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.2,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
911,6- ޕްރިންސިޕަލުގެ ބެލުމުގެ ދަށުގައިވާ މުވައްޒަފުންގެ ތެރެއިން ވަކި މުވައްޒަފަކަށް ބުރަނުވާނެހެން މަސައްކަތް ބަހައިފައި ވޭ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.2,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
912,7-  އެޑްމިނިސްޓްރޭޓަރުގެ ބެލުމުގެ ދަށުގައިވާ  މުވައްޒަފުންގެ ތެރެއިން ވަކި މުވައްޒަފަކަށް ބުރަނުވާނެހެން މަސައްކަތް ބަހައިފައި ވޭ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.2,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
619,1-ލީޑިން ޓީޗަރުން މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިފައި ވޭ,އެކަޑަމިކް އަދި ޓެކްނިކަލް މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.1,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
620,2- މުދައްރިސުން މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިފައި ވޭ,އެކަޑަމިކް އަދި ޓެކްނިކަލް މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.1,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
621,3- ޓެކްނިކަލް މުވައްޒަފުން މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިފައި ވޭ,އެކަޑަމިކް އަދި ޓެކްނިކަލް މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.1,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
622,1- ޕްރިންސިޕަލް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިފައި ވޭ,އިދާރީ މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.2,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
623,2- ޑެޕިއުޓީ ޕްރިންސިޕަލުން މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިފައި ވޭ,އިދާރީ މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.2,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
624,3- އެޑްމިނަސްޓްރޭޓަރ މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިފައި ވޭ,އިދާރީ މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.2,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
625,4- އިދާރީ މުވައްޒަފުން މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިފައި ވޭ,އިދާރީ މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.2,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
626,5- ސަޕޯޓް ސްޓާފުން ބޭނުންކުރުމަށް ތަނެއް ހަމަޖައްސައިފައި ވޭ,އިދާރީ މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖެއްސުން,5.5.5.2,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
594,1- ވަސީލަތްތައް ހުރީ ބޭނުންކުރެވޭ ފަދަ ހާލަތެއްގައިކަން ކަށަވަރުކުރޭ,މަރާމާތުކުރުމާއި ތަކެތި ބެލެހެއްޓުން ,5.5.5.3,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
595,2- މަރާމާތުކުރަންޖެހޭ ތަކެތި މަރާމާތުކުރޭ,މަރާމާތުކުރުމާއި ތަކެތި ބެލެހެއްޓުން ,5.5.5.3,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
596,3- ހަރުމުދާ ރައްކައުތެރިކަމާއެކު ބެލެހެއްޓޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ,މަރާމާތުކުރުމާއި ތަކެތި ބެލެހެއްޓުން ,5.5.5.3,މުވައްޒަފުންނަށް މަސައްކަތްކުރުމަށް އެކަށީގެންވާ ތަނެއް ހަމަޖައްސައިދިނުން ,5.5.5,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން
628,"1- ސްކޫލުގައި ދަރިވަރުންނަށާއި މުވައްޒަފުންނަށް ނަމާދުކުރެވޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ


",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
629,"2- ދަރިވަރުންނަށް ނަމާދުގައި ކިޔާ ދުޢާތައް ދަސްކޮށްދިނުމަށާއި ނަމާދުގެ ހަރަކާތްތައް ދަސްކޮށްދިނުމަށް ޙަރަކާތްތައް ރާވައިގެން ހިންގާ


",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
630,"3- ސްކޫލުގެ ހުރިހައި ދަރިވަރުންނަށް ހުޅުވައިލައިގެން ޤުރުއާން މުބާރާތް ބާއްވާ

",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
631,"4- ދީނީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރޭ

",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
632,"5- ދަރިވަރުންގެ ކިބައިގައި ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުމަށް ޙަރަކާތްތައް ރާވައިގެން ހިންގާ

",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
633,1- އަދަބު އިޙްތިރާމާއެކުގައި މުވައްޒަފުން ދަރިވަރުންނާ މުޢާމަލާތުކުރޭ,ދަރިވަރުންގެ ކިބައިގައި ރިވެތި ސިފަތައް އަށަގެންނެވުމަށް ބާރުއެޅުން,5.6.1.2,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
634,2- ކިޔަމަންތެރިކަމާއި އަދަބުވެރިކަމުގެ ރީތި ސިފަ ދަރިވަރުންގެ ކިބައިގައި އަށަގެންނެވުމަށް މަސައްކަތްކުރޭ,ދަރިވަރުންގެ ކިބައިގައި ރިވެތި ސިފަތައް އަށަގެންނެވުމަށް ބާރުއެޅުން,5.6.1.2,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
635, 3- އަދަބު އިޙްތިރާމުކުރުމުގެ ސިފަ ދަރިވަރުންގެ ކިބައިގައި އަށަގެންނެވުމަށް މަސައްކަތްކުރޭ,ދަރިވަރުންގެ ކިބައިގައި ރިވެތި ސިފަތައް އަށަގެންނެވުމަށް ބާރުއެޅުން,5.6.1.2,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
637,"1- ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ސްކޫލުގެ އެކްޓިވިޓީ ކަލަންޑަރުގައި ހިމަނައި، ފާހަގަކުރޭ
",ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.6.2.1,ޤައުމިއްޔަތު ދިރުވައި އާލާކުުރުމަށް މަސައްކަތްކުރުން,5.6.2,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
638,2- ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ  ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީކުރެވޭ ގޮތަށް ކުރިއަށް ގެންދޭ,ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.6.2.1,ޤައުމިއްޔަތު ދިރުވައި އާލާކުުރުމަށް މަސައްކަތްކުރުން,5.6.2,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
639,3 - ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން، ހިއްސާކުރާ އަގުތައް ތަރައްގީކުރެވޭ ގޮތަށް، ކުރިއަށް ގެންދޭ,ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.6.2.1,ޤައުމިއްޔަތު ދިރުވައި އާލާކުުރުމަށް މަސައްކަތްކުރުން,5.6.2,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
641,1- ސްކޫލް ބޭސްޑް ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއެއް އޮވޭ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
642,2- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއަށް މުވައްޒަފުން އަހުލުވެރިކުރުވާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
643,3- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއަށް ދަރިވަރުން އަހުލުވެރިކުރުވާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
644,4- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއަށް ބެލެނިވެރިން އަހުލުވެރިކުރުވާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
645,5- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއާ އެއްގޮތަށް ފިޔަވަޅުތައް އަޅާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
646,1- ސްކޫލުގައި އިންސާނީ ޙައްޤުތަކާއި ކުޑަކުދިންގެ ޙައްޤުތައް ރައްކާތެރިކުރުމާ ގުޅޭ ޕޮލިސީ/އެސް.އޯ.ޕީތައް ހުރޭ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
647,2- ޕޮލިސީ/އެސް.އޯ.ޕީތަކަށް މުދައްރިސުން އަހުލުވެރިކުރުވާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
648,3- ޕޮލިސީ/އެސް.އޯ.ޕީތަކަށް ދަރިވަރުން އަހުލުވެރިކުރުވާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
